"school","sex","age","address","famsize","pstatus","medu","fedu","mjob","fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","dalc","walc","health","absences","final_grade"
"GP","M",19,"U","GT3","T","5th-9th","Primary","other","other","reputation","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Excellent","Average","High","VeryLow","High","Good",10,11
"GP","F",18,"U","LE3","A","5th-9th","5th-9th","services","other","reputation","mother","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","VeryLow","High","VeryLow","Average","Good",10,17
"GP","F",20,"U","GT3","T","Primary","None","other","other","reputation","mother","15-30min","<2hrs","1","yes","no","no","no","yes","yes","yes","yes","Excellent","Average","VeryLow","VeryLow","VeryLow","VeryGood",5,10
"GP","F",18,"U","GT3","T","Secondary","5th-9th","services","other","home","mother","<15min","2-5hrs","0","no","yes","no","yes","no","yes","yes","yes","Average","VeryLow","Low","VeryLow","Low","VeryBad",4,13
"MS","F",16,"U","GT3","T","Primary","Secondary","at_home","other","other","father","15-30min","<2hrs","0","no","yes","no","no","yes","no","yes","yes","Good","Average","Average","VeryLow","Average","VeryGood",11,11
"MS","F",16,"R","GT3","T","5th-9th","5th-9th","other","other","course","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","High","High","VeryLow","VeryLow","VeryGood",0,12
"MS","F",15,"R","GT3","T","Primary","Primary","at_home","services","other","mother","<15min","<2hrs","1","no","yes","no","no","yes","yes","no","yes","Good","VeryLow","Average","VeryLow","VeryLow","Bad",6,10
"MS","F",15,"R","GT3","T","Secondary","Secondary","at_home","other","course","mother","15-30min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Excellent","High","High","Low","Average","VeryGood",4,11
"MS","F",16,"R","GT3","T","5th-9th","Secondary","at_home","services","course","mother","15-30min","2-5hrs","0","no","no","no","no","yes","yes","no","no","Good","VeryHigh","Low","VeryLow","Low","VeryGood",0,17
"MS","F",15,"R","LE3","T","5th-9th","Primary","at_home","other","home","mother","15-30min","<2hrs","0","no","no","no","no","yes","no","no","no","VeryBad","Average","High","VeryLow","VeryLow","VeryBad",0,9
"MS","M",16,"R","LE3","A","Higher","Higher","at_home","other","home","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","no","no","Excellent","Average","Low","VeryLow","Average","Bad",5,11
"MS","M",16,"U","GT3","A","Primary","5th-9th","other","other","other","mother","<15min","5-10hrs","0","yes","no","no","no","yes","yes","yes","no","Good","High","Average","VeryLow","VeryLow","VeryGood",0,11
"MS","F",17,"R","GT3","T","Secondary","5th-9th","at_home","other","course","father","<15min","2-5hrs","1","no","no","no","no","yes","yes","no","yes","Good","VeryHigh","High","VeryLow","Low","VeryGood",0,10
"MS","F",17,"R","GT3","T","Primary","Primary","other","other","other","father","<15min","<2hrs","1","no","yes","no","no","no","no","yes","no","Excellent","High","High","Low","Low","VeryGood",0,7
"MS","F",15,"R","GT3","T","Higher","Higher","teacher","other","course","mother","15-30min","<2hrs","0","no","no","no","no","yes","yes","yes","yes","VeryBad","VeryHigh","VeryLow","Average","VeryHigh","VeryGood",0,14
"MS","F",16,"U","LE3","A","5th-9th","5th-9th","at_home","other","reputation","mother","15-30min",">10hrs","0","no","no","no","yes","no","no","no","yes","VeryBad","Low","VeryLow","VeryLow","VeryLow","VeryBad",4,11
"MS","F",15,"R","LE3","T","Primary","Primary","at_home","services","reputation","father","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Excellent","High","Average","VeryLow","Low","Good",0,10
"MS","F",15,"R","LE3","T","Primary","Primary","other","services","course","mother","15-30min","<2hrs","1","no","yes","no","no","yes","yes","yes","yes","Good","High","Average","VeryLow","Low","Bad",4,8
"MS","F",16,"R","GT3","T","None","5th-9th","other","other","other","mother","15-30min","<2hrs","0","no","yes","no","yes","yes","yes","no","no","Average","Low","Average","VeryLow","Low","Bad",0,12
"MS","F",17,"R","GT3","T","5th-9th","Secondary","other","other","course","mother","15-30min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Excellent","VeryHigh","VeryHigh","VeryLow","Average","Average",2,12
"MS","F",15,"R","GT3","T","Secondary","Secondary","other","services","course","father","15-30min","<2hrs","0","no","no","no","no","no","yes","yes","no","Good","VeryLow","Average","VeryLow","VeryLow","Good",0,16
"MS","M",16,"U","GT3","T","Primary","Primary","at_home","services","home","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","no","yes","Excellent","High","VeryHigh","High","VeryHigh","Average",0,0
"MS","M",17,"U","GT3","T","Primary","Primary","other","other","home","mother","<15min","2-5hrs","0","no","no","yes","no","no","yes","yes","no","Good","High","Average","Low","High","VeryGood",4,9
"MS","M",15,"R","LE3","T","Higher","Primary","health","services","reputation","father","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","Average","High","VeryLow","Low","Bad",0,14
"MS","M",15,"R","LE3","T","Higher","Primary","health","services","reputation","father","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","Average","High","VeryLow","Low","Bad",7,8
"MS","M",16,"R","GT3","T","Secondary","Higher","other","health","other","mother","30min-1hr","2-5hrs","0","no","no","no","no","no","yes","no","no","Average","High","VeryHigh","VeryLow","Low","VeryGood",4,11
"MS","M",15,"R","GT3","T","Primary","Primary","other","other","course","mother",">1hr","2-5hrs","0","no","yes","no","yes","yes","yes","no","yes","Excellent","High","VeryHigh","Low","High","Good",8,9
"MS","M",15,"U","LE3","T","Secondary","Secondary","at_home","at_home","reputation","father","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","Average","Average","VeryLow","VeryLow","VeryGood",0,11
"MS","M",17,"R","GT3","T","5th-9th","Primary","other","other","other","mother","30min-1hr","<2hrs","0","no","no","no","yes","yes","no","no","yes","Excellent","VeryHigh","VeryHigh","VeryHigh","VeryHigh","Average",8,9
"MS","F",16,"R","GT3","T","Higher","Higher","teacher","teacher","course","mother","15-30min","5-10hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Low","Low","VeryLow","VeryLow","Good",6,17
"MS","F",15,"R","GT3","T","Primary","5th-9th","other","services","course","mother","15-30min","<2hrs","0","no","no","no","no","yes","yes","no","no","Excellent","VeryLow","Low","VeryLow","VeryLow","VeryBad",3,13
"MS","F",16,"R","GT3","T","5th-9th","Secondary","other","services","course","mother","30min-1hr","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","VeryHigh","High","VeryLow","Low","VeryBad",2,15
"MS","M",16,"R","GT3","T","Primary","5th-9th","other","other","course","father","15-30min","2-5hrs","0","no","no","no","no","yes","yes","no","no","Good","Average","Average","VeryLow","VeryLow","VeryGood",0,11
"MS","F",16,"R","GT3","T","5th-9th","5th-9th","other","other","course","mother","30min-1hr","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","VeryHigh","VeryLow","VeryLow","Good",4,11
"MS","F",16,"U","GT3","T","Primary","5th-9th","other","services","course","mother","<15min","5-10hrs","1","no","yes","no","no","yes","yes","no","no","VeryBad","Average","Low","VeryLow","Low","Good",0,8
"MS","F",16,"U","GT3","T","Primary","5th-9th","other","services","course","mother","<15min","5-10hrs","1","no","yes","no","no","yes","yes","no","no","VeryBad","Average","Low","VeryLow","Low","Good",3,8
"MS","F",15,"U","GT3","T","5th-9th","Primary","at_home","other","home","mother","<15min","2-5hrs","0","yes","yes","no","no","no","yes","yes","no","Good","High","Low","Average","Average","Bad",0,9
"MS","F",16,"U","GT3","T","Primary","Primary","at_home","other","course","father","<15min","2-5hrs","0","no","yes","no","no","no","yes","no","yes","Excellent","High","Average","Low","VeryLow","Bad",0,15
"MS","M",17,"R","LE3","T","Primary","5th-9th","at_home","services","reputation","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","VeryHigh","VeryHigh","VeryHigh","VeryHigh","Average",4,11
"MS","F",16,"R","GT3","T","Primary","Primary","other","other","home","father",">1hr",">10hrs","0","no","yes","no","no","no","yes","yes","no","Good","Average","Low","VeryLow","VeryLow","VeryBad",0,13
"MS","F",16,"R","GT3","T","Primary","Primary","at_home","other","other","father",">1hr","5-10hrs","0","yes","yes","no","no","yes","yes","no","no","Good","High","Average","VeryLow","VeryLow","VeryGood",2,10
"MS","F",15,"R","GT3","T","Primary","Primary","at_home","other","home","father","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","Bad",1,11
"MS","F",16,"R","GT3","T","Primary","Primary","at_home","other","other","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Low","Low","High","Average","Bad",0,14
"MS","F",15,"R","GT3","T","Primary","Primary","at_home","at_home","course","father","30min-1hr","2-5hrs","0","no","yes","no","no","yes","yes","no","no","Good","Low","VeryLow","VeryLow","Low","Bad",0,14
"MS","F",15,"R","LE3","T","5th-9th","5th-9th","other","other","other","father","<15min","5-10hrs","0","yes","yes","no","no","yes","yes","no","no","Good","High","Average","Low","Low","VeryGood",2,12
"MS","M",16,"R","GT3","T","Primary","Primary","at_home","other","other","father","15-30min","<2hrs","0","no","no","no","yes","yes","yes","no","no","Average","High","High","Average","High","VeryGood",6,11
"MS","F",18,"U","GT3","T","Primary","5th-9th","other","other","course","father","<15min","2-5hrs","1","no","yes","no","yes","yes","yes","yes","yes","Average","High","High","Low","Average","VeryGood",9,8
"MS","M",15,"U","GT3","T","Secondary","Primary","other","services","home","mother","15-30min","<2hrs","0","no","yes","no","no","yes","yes","no","no","Average","Low","Average","VeryLow","Average","Good",0,11
"MS","F",16,"R","GT3","T","5th-9th","5th-9th","other","services","course","father","30min-1hr","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","Average","High","VeryLow","VeryLow","Bad",1,14
"MS","M",15,"U","GT3","T","5th-9th","5th-9th","health","other","reputation","mother","30min-1hr","<2hrs","0","no","no","no","no","yes","yes","no","no","Good","Average","Average","VeryLow","Low","Good",1,13
"MS","M",16,"U","GT3","T","Higher","Higher","other","teacher","course","father","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","no","yes","Good","Average","VeryLow","VeryLow","VeryLow","Average",0,13
"MS","F",15,"R","GT3","T","Secondary","Secondary","services","other","reputation","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","VeryHigh","High","VeryLow","VeryLow","VeryBad",4,12
"MS","F",16,"R","GT3","T","5th-9th","5th-9th","at_home","other","course","mother","15-30min","2-5hrs","1","no","yes","no","yes","no","yes","no","no","Good","High","High","Low","Average","VeryGood",2,12
"MS","F",16,"R","LE3","T","5th-9th","5th-9th","other","other","home","father","30min-1hr","<2hrs","0","no","yes","no","yes","yes","yes","no","yes","Good","Average","Low","VeryLow","VeryLow","Good",0,16
"MS","M",16,"U","LE3","T","5th-9th","Primary","at_home","services","course","mother","15-30min","<2hrs","0","no","yes","no","yes","yes","yes","yes","no","Bad","High","Average","Low","Average","Good",4,10
"MS","M",15,"R","LE3","T","Primary","Secondary","at_home","other","reputation","father","30min-1hr","<2hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Low","High","Average","VeryHigh","Average",2,11
"MS","F",15,"U","GT3","T","5th-9th","5th-9th","other","services","course","mother","15-30min","5-10hrs","0","no","yes","no","yes","yes","yes","no","no","Excellent","Average","Low","VeryLow","VeryLow","Good",0,14
"MS","F",16,"R","LE3","T","5th-9th","Primary","other","other","home","mother","<15min","<2hrs","0","no","yes","no","no","yes","yes","yes","yes","Excellent","High","Average","VeryLow","VeryLow","VeryGood",2,8
"MS","M",15,"U","GT3","T","Secondary","Secondary","services","services","course","father","15-30min","<2hrs","0","no","yes","no","yes","no","yes","yes","no","Good","Average","Average","Low","High","Average",11,11
"MS","F",16,"R","GT3","T","Primary","Primary","at_home","other","course","father","15-30min","2-5hrs","3","yes","yes","no","no","yes","yes","no","no","Average","High","Average","VeryLow","VeryLow","VeryBad",0,8
"MS","F",17,"U","GT3","T","5th-9th","5th-9th","other","at_home","course","mother","<15min","<2hrs","0","no","yes","no","yes","yes","no","no","no","Good","VeryHigh","Average","VeryLow","VeryLow","VeryGood",4,10
"MS","F",19,"U","GT3","T","5th-9th","Secondary","at_home","services","course","other","<15min","<2hrs","1","no","no","no","no","yes","no","yes","yes","Good","High","High","VeryLow","VeryLow","Bad",0,10
"MS","F",17,"R","GT3","T","5th-9th","Primary","at_home","other","course","mother","30min-1hr","<2hrs","0","no","yes","no","yes","yes","no","no","yes","Excellent","VeryHigh","Average","VeryLow","VeryLow","Average",2,11
"MS","F",15,"R","LE3","T","Primary","Primary","at_home","other","course","mother","15-30min","<2hrs","0","no","yes","no","no","yes","no","no","yes","Excellent","Low","VeryLow","VeryLow","Average","Good",0,9
"MS","F",16,"R","GT3","T","5th-9th","5th-9th","other","other","course","father","30min-1hr","2-5hrs","0","no","yes","no","no","yes","no","yes","no","Average","High","VeryHigh","VeryLow","Low","VeryBad",1,11
"MS","F",16,"U","LE3","A","5th-9th","5th-9th","other","other","home","mother","<15min","<2hrs","0","no","yes","no","no","yes","no","no","no","Good","Average","High","VeryLow","Low","VeryBad",6,8
"MS","F",17,"R","GT3","T","5th-9th","5th-9th","at_home","other","course","mother","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","VeryHigh","VeryLow","Low","Good",0,11
"MS","F",16,"U","GT3","T","5th-9th","5th-9th","other","services","course","father","<15min","<2hrs","1","no","yes","yes","yes","no","yes","yes","no","Good","High","Average","VeryLow","High","Average",1,10
"MS","F",18,"R","LE3","A","Secondary","5th-9th","other","other","course","other","15-30min","5-10hrs","2","no","yes","no","no","no","no","no","yes","Average","Average","Low","VeryLow","VeryLow","Bad",6,10
"MS","F",19,"U","GT3","T","Primary","Primary","at_home","services","course","mother","<15min","5-10hrs","1","no","no","no","yes","yes","no","no","yes","Excellent","Average","VeryLow","VeryLow","VeryLow","Average",6,9
"MS","M",18,"R","GT3","T","Primary","Primary","other","other","home","mother","15-30min","<2hrs","1","no","no","no","yes","yes","no","yes","no","Good","High","Average","Average","High","Good",0,10
"MS","F",18,"R","GT3","T","Primary","Primary","at_home","at_home","course","mother","15-30min","<2hrs","1","no","no","no","no","no","no","yes","yes","Average","Low","Average","VeryLow","VeryLow","Bad",4,10
"MS","F",19,"U","GT3","T","Primary","Primary","other","other","course","other","15-30min","2-5hrs","1","no","yes","no","no","yes","yes","yes","yes","VeryBad","VeryLow","High","High","VeryLow","VeryBad",12,9
"MS","F",16,"R","GT3","A","5th-9th","5th-9th","health","other","course","mother","<15min","2-5hrs","0","no","no","no","no","no","yes","no","yes","Average","Average","Low","VeryLow","VeryLow","Average",2,10
"MS","F",17,"U","GT3","T","None","Primary","other","at_home","course","father","15-30min","<2hrs","0","no","no","no","yes","no","yes","no","no","Bad","High","High","Average","VeryHigh","VeryGood",5,10
"MS","F",16,"R","LE3","T","Primary","5th-9th","at_home","other","course","mother","<15min","2-5hrs","0","no","no","no","yes","yes","no","yes","no","Good","High","VeryHigh","VeryLow","Average","Average",0,9
"MS","F",16,"U","GT3","T","Secondary","Secondary","other","other","reputation","mother","<15min","<2hrs","0","no","no","no","yes","yes","no","yes","yes","Good","VeryHigh","High","VeryLow","VeryLow","Good",0,13
"MS","F",16,"R","LE3","T","Primary","Primary","services","services","home","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","High","High","Low","Low","Good",2,14
"MS","M",17,"U","GT3","T","Secondary","Secondary","services","at_home","course","mother","15-30min",">10hrs","1","no","yes","yes","yes","yes","yes","no","no","Excellent","High","VeryHigh","Average","High","VeryGood",0,10
"MS","F",16,"U","GT3","T","5th-9th","Primary","other","services","course","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","Average","Average","VeryLow","VeryLow","VeryBad",0,14
"MS","F",16,"U","GT3","T","5th-9th","5th-9th","services","other","course","mother","<15min","<2hrs","0","no","yes","yes","yes","yes","yes","no","yes","Good","Low","VeryHigh","VeryLow","Low","VeryGood",0,16
"MS","M",17,"U","GT3","T","Primary","5th-9th","other","other","course","father","<15min","<2hrs","1","no","yes","no","yes","yes","no","yes","yes","Excellent","Average","VeryHigh","VeryHigh","VeryHigh","VeryBad",12,7
"MS","M",16,"U","LE3","T","Higher","Secondary","other","other","course","father","<15min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Low","VeryHigh","VeryLow","VeryHigh","VeryGood",8,13
"MS","M",17,"R","LE3","T","5th-9th","5th-9th","services","services","other","mother","30min-1hr",">10hrs","1","no","yes","no","no","yes","yes","no","no","VeryBad","Average","VeryHigh","Average","VeryHigh","Average",2,9
"MS","F",16,"U","GT3","T","Primary","Primary","other","other","course","other","<15min",">10hrs","0","yes","yes","no","yes","yes","yes","yes","no","Bad","Low","VeryLow","VeryLow","VeryLow","VeryGood",0,14
"MS","F",19,"U","LE3","T","5th-9th","5th-9th","other","other","home","mother","<15min","5-10hrs","0","no","no","no","no","yes","yes","yes","yes","Excellent","High","VeryHigh","VeryLow","VeryLow","VeryBad",0,13
"MS","F",17,"R","GT3","T","Primary","Primary","at_home","other","reputation","mother","15-30min","<2hrs","0","no","yes","no","yes","no","yes","yes","yes","Good","High","VeryHigh","VeryLow","Low","VeryGood",0,11
"MS","F",20,"U","GT3","T","Secondary","Secondary","at_home","services","other","mother","15-30min","2-5hrs","1","no","no","no","yes","yes","yes","yes","yes","Average","Average","High","Low","High","Average",8,10
"MS","F",17,"U","LE3","T","Primary","Primary","other","services","course","father","<15min","5-10hrs","0","no","yes","no","no","yes","yes","no","yes","Good","Average","Average","VeryLow","VeryLow","Average",0,10
"MS","M",17,"R","GT3","T","5th-9th","5th-9th","other","other","course","mother","30min-1hr","<2hrs","1","no","yes","no","no","no","yes","yes","no","Good","High","VeryHigh","VeryLow","Low","VeryGood",0,9
"MS","F",16,"R","LE3","T","Primary","Primary","at_home","other","course","father","30min-1hr","2-5hrs","0","no","yes","no","no","yes","yes","no","no","Excellent","Average","Low","VeryLow","VeryLow","VeryBad",0,18
"MS","F",17,"R","GT3","T","5th-9th","5th-9th","other","other","reputation","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","no","no","Excellent","Average","Low","VeryLow","VeryLow","VeryBad",0,17
"MS","F",17,"U","GT3","A","Primary","None","other","other","other","mother","15-30min","2-5hrs","0","no","no","no","no","yes","yes","yes","yes","Good","High","VeryHigh","VeryLow","VeryLow","Good",1,10
"MS","F",18,"R","GT3","T","Primary","Primary","at_home","other","other","mother","<15min","2-5hrs","1","no","yes","no","no","yes","yes","yes","yes","Good","Average","Low","VeryLow","VeryLow","VeryGood",9,7
"MS","F",16,"U","GT3","T","Secondary","Primary","other","other","course","mother","<15min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Average","VeryLow","Average","VeryLow","Average","VeryBad",0,8
"MS","F",16,"U","GT3","T","Secondary","5th-9th","services","at_home","course","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Average","VeryLow","Average","VeryLow","High","Average",2,7
"MS","F",18,"U","LE3","T","Primary","Primary","other","at_home","reputation","mother","15-30min","2-5hrs","0","yes","no","no","no","yes","yes","no","no","Bad","Average","VeryHigh","VeryLow","High","Average",8,10
"MS","F",16,"R","GT3","T","Higher","Higher","health","teacher","reputation","father","<15min","2-5hrs","0","no","no","no","yes","no","yes","yes","yes","Good","Average","Average","Low","Average","Bad",0,16
"MS","F",16,"R","LE3","T","Primary","5th-9th","other","other","reputation","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Excellent","High","VeryHigh","VeryLow","High","Bad",0,15
"MS","F",18,"U","GT3","A","5th-9th","Higher","other","services","reputation","father","<15min","2-5hrs","1","no","yes","no","no","yes","yes","yes","no","Bad","Average","Low","VeryLow","Average","VeryBad",8,8
"MS","M",16,"R","GT3","T","5th-9th","Primary","other","services","reputation","mother","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Excellent","Low","VeryLow","VeryLow","VeryLow","Bad",0,0
"MS","F",16,"U","LE3","T","Primary","Primary","at_home","other","other","mother","30min-1hr","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Low","VeryLow","Average","VeryGood",6,8
"MS","F",16,"R","GT3","T","5th-9th","Secondary","at_home","services","other","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Average","Average","Average","VeryLow","VeryLow","Bad",0,10
"MS","F",16,"U","GT3","T","Higher","Higher","health","health","course","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Average","High","VeryLow","Low","Average",4,8
"MS","M",18,"U","LE3","T","Higher","Higher","at_home","health","home","mother","<15min",">10hrs","0","no","yes","no","yes","yes","no","yes","yes","Excellent","VeryHigh","VeryHigh","VeryHigh","VeryHigh","VeryGood",2,6
"MS","F",16,"R","LE3","T","Secondary","Higher","at_home","other","other","mother","30min-1hr","2-5hrs","0","no","yes","no","no","no","yes","no","no","Good","Low","VeryLow","VeryLow","VeryLow","Bad",2,8
"MS","M",17,"U","LE3","T","Higher","Higher","other","services","home","mother","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","Average","VeryLow","Low","VeryGood",0,16
"MS","F",17,"R","GT3","T","Higher","Primary","other","other","other","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","yes","Good","Low","Average","VeryLow","Low","VeryGood",1,14
"MS","M",16,"U","LE3","T","5th-9th","5th-9th","services","services","other","mother",">1hr","5-10hrs","0","no","no","no","no","yes","yes","no","no","Excellent","VeryLow","Average","Low","Low","Average",0,10
"MS","F",17,"R","GT3","T","5th-9th","5th-9th","at_home","other","other","mother","<15min","<2hrs","0","no","yes","yes","no","yes","yes","yes","no","Excellent","VeryLow","Average","VeryLow","Low","VeryGood",5,9
"MS","F",16,"U","LE3","T","Higher","Higher","services","services","other","father","15-30min","<2hrs","0","no","yes","no","no","yes","yes","no","no","Excellent","VeryLow","Average","VeryLow","Low","VeryGood",1,11
"MS","M",17,"U","GT3","T","Secondary","Secondary","services","services","home","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","VeryLow","High","VeryHigh","VeryHigh","Average",8,9
"MS","M",17,"U","GT3","T","Primary","Primary","at_home","services","other","mother","30min-1hr","2-5hrs","0","no","no","no","no","yes","yes","yes","yes","Excellent","VeryLow","Average","Average","Average","VeryBad",0,10
"MS","M",16,"U","GT3","T","5th-9th","Primary","health","services","other","mother","15-30min","2-5hrs","0","no","no","no","no","no","yes","yes","yes","Good","Low","Low","VeryLow","High","VeryGood",2,8
"MS","F",16,"U","LE3","T","5th-9th","Primary","other","services","other","mother","<15min","2-5hrs","0","no","no","no","no","yes","yes","yes","yes","Average","Low","Low","VeryLow","VeryLow","Average",0,16
"MS","M",16,"U","LE3","T","Higher","Higher","teacher","health","other","father","<15min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Good","VeryLow","Low","Low","VeryHigh","VeryGood",0,12
"MS","M",15,"R","GT3","T","Primary","5th-9th","other","services","course","mother","30min-1hr","2-5hrs","0","no","yes","no","yes","yes","yes","no","no","Excellent","VeryHigh","VeryHigh","VeryLow","Average","VeryGood",11,10
"MS","M",15,"U","LE3","A","5th-9th","5th-9th","other","other","reputation","mother","30min-1hr",">10hrs","0","no","yes","no","yes","yes","yes","no","no","Excellent","High","VeryHigh","Low","Average","VeryGood",8,14
"MS","M",15,"U","LE3","A","5th-9th","Primary","services","services","course","mother","<15min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Average","Average","VeryLow","Low","VeryGood",11,12
"MS","F",16,"R","LE3","T","5th-9th","5th-9th","other","other","course","mother","<15min","5-10hrs","0","no","yes","no","no","no","yes","no","yes","Good","Average","Average","Low","Low","VeryGood",2,11
"MS","F",16,"U","LE3","T","Higher","Primary","other","other","home","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","VeryBad","Low","High","Low","Low","VeryBad",8,10
"MS","F",17,"U","GT3","T","Secondary","5th-9th","at_home","other","home","mother","15-30min","<2hrs","0","no","no","no","no","yes","yes","no","yes","Good","Average","Average","Low","Low","VeryBad",5,11
"MS","F",17,"R","GT3","T","5th-9th","5th-9th","other","other","other","mother","15-30min","2-5hrs","0","yes","no","yes","no","yes","yes","no","no","Excellent","VeryLow","Average","VeryLow","VeryLow","VeryGood",0,11
"MS","F",16,"U","GT3","T","Higher","Higher","teacher","services","course","mother","15-30min","5-10hrs","0","no","yes","no","no","yes","yes","yes","yes","Excellent","Average","VeryHigh","VeryLow","High","VeryGood",1,12
"MS","M",17,"R","GT3","T","Higher","Higher","health","other","course","father","30min-1hr","<2hrs","3","no","no","no","yes","yes","yes","yes","yes","Average","Average","Average","VeryLow","Average","VeryGood",2,8
"MS","M",17,"R","LE3","T","Primary","Secondary","other","other","course","father","15-30min","<2hrs","0","no","no","no","yes","yes","yes","no","yes","Excellent","VeryLow","Low","Average","Average","VeryGood",2,12
"MS","M",17,"U","GT3","T","Secondary","Higher","services","other","other","mother","<15min","2-5hrs","1","no","yes","no","yes","no","yes","yes","yes","Excellent","High","High","Average","High","VeryGood",8,8
"MS","F",17,"U","GT3","T","Higher","Higher","health","health","course","father","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Excellent","Low","VeryHigh","VeryLow","VeryLow","VeryGood",0,16
"MS","M",16,"R","LE3","T","Higher","Primary","other","at_home","other","father","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Good","VeryLow","Low","Low","VeryLow","Bad",0,11
"MS","F",17,"U","GT3","A","Primary","Primary","at_home","at_home","other","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","VeryHigh","VeryHigh","VeryLow","Low","Average",2,11
"MS","F",17,"R","GT3","T","Higher","5th-9th","other","other","course","mother","15-30min","2-5hrs","0","yes","yes","no","no","no","yes","yes","no","Good","Average","Average","Low","Average","VeryGood",0,18
"MS","M",16,"U","LE3","A","5th-9th","5th-9th","other","services","course","father","15-30min","2-5hrs","0","no","yes","no","no","no","yes","yes","yes","Good","VeryLow","Low","Low","Low","VeryGood",0,13
"MS","M",17,"U","GT3","T","Secondary","5th-9th","other","other","other","father","15-30min","2-5hrs","0","no","yes","yes","no","yes","yes","yes","no","Good","VeryLow","Low","Low","Low","VeryBad",0,13
"MS","M",19,"U","GT3","T","Primary","Primary","other","other","other","mother","<15min","2-5hrs","2","no","yes","no","yes","yes","no","yes","no","Good","High","Average","Average","High","Good",2,10
"MS","M",17,"U","LE3","A","Primary","None","other","other","home","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","no","yes","Good","VeryLow","Low","VeryLow","VeryLow","VeryGood",4,12
"MS","F",17,"R","GT3","T","Primary","Primary","at_home","at_home","course","father","15-30min","<2hrs","0","no","yes","no","yes","yes","no","yes","yes","Average","VeryHigh","VeryHigh","Low","Low","Good",3,10
"MS","F",16,"R","GT3","T","Primary","5th-9th","other","other","home","father","<15min","5-10hrs","0","yes","yes","no","no","no","yes","yes","yes","Good","Average","High","VeryLow","VeryLow","Average",5,13
"MS","M",16,"R","LE3","T","Primary","5th-9th","other","at_home","course","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","no","no","Good","High","High","Low","High","VeryGood",4,11
"MS","F",17,"R","GT3","T","Secondary","Primary","other","other","course","mother","15-30min","2-5hrs","3","no","yes","no","yes","no","yes","yes","yes","Excellent","High","High","VeryLow","VeryLow","VeryGood",2,10
"MS","M",17,"R","GT3","T","5th-9th","5th-9th","other","other","course","mother","15-30min","<2hrs","0","no","no","no","yes","yes","no","no","yes","Excellent","VeryHigh","VeryHigh","Average","VeryHigh","VeryGood",0,10
